Age,Revenu,Genre,IMC,Achats,Score_Credit,Nombre_Enfants,Statut_Marital,Ville,Depenses_Mensuelles,Epargne,Temps_Travail,Satisfaction_Client,Anciennete_Client,Score_Sante
45,140576.0,Femme,28.4,18,763,5,Divorcé,Dakar,31305.0,30858.0,59,5,13,46
74,77987.0,Homme,18.5,47,546,2,Célibataire,Kaolack,84543.0,42850.0,29,3,4,2
72,95685.0,Homme,34.0,46,672,5,Divorcé,Kaolack,45094.0,13018.0,48,2,9,1
32,125454.0,Femme,37.7,6,716,0,Divorcé,Saint-Louis,45098.0,17481.0,32,4,5,53
63,120487.0,Homme,33.8,15,330,1,Divorcé,Saint-Louis,99566.0,15584.0,50,5,9,36
78,69400.0,Femme,28.8,4,667,1,Marié,Kaolack,43770.0,9850.0,53,1,10,55
62,46852.0,Homme,36.7,15,407,5,Divorcé,Kaolack,19734.0,25701.0,44,1,5,30
38,67756.0,Homme,32.7,0,717,5,Divorcé,Thiès,81984.0,41223.0,32,3,9,96
30,130357.0,Femme,16.3,36,697,3,Divorcé,Saint-Louis,49605.0,43952.0,57,2,13,95
52,134052.0,Femme,25.5,38,571,0,Célibataire,Kaolack,87932.0,45975.0,48,5,19,11
36,71481.0,Femme,36.4,18,415,3,Marié,Thiès,65619.0,160.0,32,5,2,57
29,16283.0,Homme,24.3,36,555,2,Célibataire,Dakar,37881.0,25832.0,46,1,6,66
17,48691.0,Femme,16.8,16,380,1,Marié,Saint-Louis,73401.0,31210.0,32,3,1,25
26,147197.0,Homme,33.9,25,427,4,Marié,Kaolack,41177.0,22290.0,48,1,6,77
66,41170.0,Homme,35.2,21,534,4,Divorcé,Saint-Louis,50122.0,29441.0,37,1,16,11
54,23438.0,Homme,19.9,7,480,0,Divorcé,Thiès,45297.0,24886.0,28,2,12,89
53,35095.0,Femme,28.9,32,456,0,Célibataire,Kaolack,46680.0,32394.0,58,3,8,15
79,24752.0,Femme,20.6,1,753,4,Marié,Dakar,93452.0,8418.0,57,2,12,52
75,70426.0,Femme,33.3,29,323,0,Divorcé,Dakar,61044.0,7081.0,39,3,14,71
49,41819.0,Homme,22.5,46,772,1,Divorcé,Thiès,54084.0,37180.0,30,5,12,48
53,107051.0,Homme,23.6,19,699,2,Divorcé,Dakar,44189.0,10114.0,33,4,16,48
65,47994.0,Femme,36.3,17,433,2,Divorcé,Dakar,23510.0,18722.0,30,4,7,91
49,,Homme,27.4,42,720,3,Célibataire,Dakar,,21972.0,35,3,8,6
33,110665.0,Homme,32.1,9,512,1,Célibataire,Dakar,94738.0,17985.0,59,4,8,14
45,146717.0,Femme,25.7,23,781,0,Divorcé,Dakar,36445.0,5888.0,45,1,7,35
30,96835.0,Femme,23.2,3,647,0,Divorcé,Dakar,86688.0,3718.0,35,5,15,71
42,137232.0,Femme,31.0,36,465,3,Divorcé,Dakar,81153.0,32147.0,42,5,19,73
66,58732.0,Homme,19.7,3,647,3,Divorcé,Kaolack,11195.0,43382.0,45,4,6,14
78,61305.0,Homme,25.0,12,697,0,Divorcé,Dakar,69949.0,18309.0,13,3,16,61
49,24346.0,Homme,21.0,24,734,0,Marié,Kaolack,35433.0,19299.0,18,1,6,17
67,15587.0,Homme,32.7,12,520,1,Marié,Saint-Louis,15305.0,41211.0,17,3,5,45
72,27763.0,Homme,38.7,17,607,3,Marié,Thiès,68860.0,22036.0,11,4,4,60
53,84615.0,Femme,39.9,23,765,1,Marié,Dakar,83613.0,19885.0,38,5,16,42
48,135987.0,Homme,26.8,1,398,5,Divorcé,Thiès,58648.0,29346.0,32,5,7,43
39,106353.0,Homme,22.1,47,541,0,Marié,Dakar,73090.0,47971.0,15,3,0,98
30,110648.0,Homme,26.6,32,457,4,Marié,Kaolack,52113.0,49137.0,52,2,15,65
75,40556.0,Femme,36.3,18,526,4,Célibataire,Dakar,52642.0,26691.0,45,3,16,54
45,74042.0,Femme,20.9,8,722,5,Marié,Saint-Louis,43062.0,40042.0,55,2,2,85
70,33099.0,Femme,38.9,27,371,0,Marié,Thiès,81633.0,48527.0,30,3,12,78
57,124089.0,Homme,24.2,34,542,3,Divorcé,Thiès,51604.0,17986.0,31,2,7,38
66,48866.0,Femme,39.7,38,829,4,Marié,Saint-Louis,16678.0,27846.0,18,2,15,99
32,120400.0,Femme,36.1,9,344,3,Marié,Kaolack,42121.0,49665.0,43,2,6,4
20,99246.0,Femme,35.4,0,771,4,Divorcé,Kaolack,58503.0,47872.0,35,2,14,56
44,91975.0,Homme,23.6,41,670,3,Marié,Saint-Louis,96940.0,41401.0,10,1,1,14
19,96557.0,Femme,16.2,20,391,4,Divorcé,Thiès,,8192.0,45,2,1,90
25,87516.0,Homme,25.2,8,321,3,Marié,Dakar,26494.0,39269.0,53,2,9,15
71,47602.0,Homme,23.2,46,471,5,Célibataire,Kaolack,54185.0,38487.0,14,5,4,56
32,144295.0,Femme,16.9,14,491,1,Célibataire,Dakar,19678.0,9412.0,50,1,3,99
25,102969.0,Homme,28.1,34,376,3,Marié,Thiès,47632.0,15963.0,31,2,14,81
32,147161.0,Femme,25.7,4,580,1,Célibataire,Dakar,56235.0,33623.0,13,4,12,98
75,15155.0,Homme,31.2,40,663,1,Divorcé,Saint-Louis,,1017.0,57,1,16,24
35,138950.0,Femme,30.9,21,478,0,Marié,Kaolack,91213.0,5279.0,11,5,0,21
39,,Femme,18.9,40,537,5,Divorcé,Kaolack,98301.0,10412.0,25,3,17,30
20,91229.0,Femme,39.4,22,434,1,Célibataire,Saint-Louis,,7712.0,25,5,14,33
49,119648.0,Homme,20.5,6,579,2,Divorcé,Saint-Louis,26489.0,15817.0,31,5,13,86
21,53547.0,Femme,26.7,22,318,1,Célibataire,Kaolack,87281.0,28080.0,52,1,8,15
68,43795.0,Homme,27.7,43,670,3,Célibataire,Kaolack,15818.0,6624.0,10,1,11,69
17,36447.0,Femme,35.5,24,411,1,Célibataire,Kaolack,43149.0,29126.0,24,4,4,58
28,102960.0,Homme,18.4,26,520,3,Divorcé,Thiès,37312.0,16579.0,33,4,1,14
77,78278.0,Homme,26.3,40,603,3,Célibataire,Thiès,47124.0,15131.0,13,1,6,81
58,70077.0,Femme,31.1,5,624,2,Marié,Thiès,11316.0,37462.0,27,1,8,12
58,127782.0,Femme,,33,736,1,Célibataire,Dakar,80990.0,46815.0,26,1,17,23
63,117932.0,Femme,31.1,8,737,1,Marié,Thiès,70046.0,37419.0,16,3,3,12
26,124869.0,Femme,38.2,48,469,4,Marié,Kaolack,88643.0,23375.0,59,5,1,64
66,63781.0,Femme,39.9,32,674,4,Marié,Thiès,79610.0,26093.0,54,4,0,35
62,68798.0,Homme,16.8,5,680,0,Marié,Kaolack,96724.0,45494.0,19,4,11,48
72,113696.0,Femme,21.7,36,313,3,Divorcé,Saint-Louis,74042.0,32525.0,10,2,12,81
38,65939.0,Femme,23.4,30,799,2,Marié,Dakar,33102.0,29030.0,11,3,13,47
70,44516.0,Homme,25.6,33,690,4,Célibataire,Dakar,41957.0,44067.0,58,1,4,96
31,65290.0,Femme,21.8,40,848,1,Marié,Saint-Louis,22872.0,5207.0,31,1,2,42
46,141688.0,Femme,20.9,28,829,0,Célibataire,Kaolack,60094.0,10897.0,41,3,3,5
26,101661.0,Homme,38.9,13,791,2,Divorcé,Dakar,57719.0,26639.0,38,4,16,80
69,87954.0,Femme,,35,849,5,Marié,Thiès,83885.0,2792.0,44,1,18,67
31,37746.0,Femme,17.1,35,684,1,Célibataire,Kaolack,29693.0,420.0,26,2,10,13
23,82990.0,Femme,24.1,14,495,1,Divorcé,Dakar,,29224.0,21,4,7,29
19,73810.0,Homme,25.7,7,599,5,Divorcé,Saint-Louis,53677.0,19198.0,33,5,11,83
55,133362.0,Femme,21.7,25,846,3,Célibataire,Kaolack,70012.0,35608.0,39,3,17,7
19,148669.0,Homme,31.1,35,607,3,Marié,Dakar,20760.0,46205.0,53,4,17,53
71,17659.0,Femme,31.4,47,551,4,Divorcé,Saint-Louis,21584.0,17415.0,39,5,8,65
40,101516.0,Homme,36.4,20,307,4,Célibataire,Kaolack,12106.0,40407.0,29,2,4,3
18,89567.0,Femme,33.8,27,507,1,Marié,Thiès,23669.0,17875.0,51,3,16,73
47,30037.0,Homme,29.0,3,430,1,Divorcé,Kaolack,35223.0,4975.0,16,1,12,83
18,141498.0,Homme,31.7,15,325,4,Célibataire,Thiès,70666.0,26461.0,51,1,5,59
42,27109.0,Homme,22.6,21,753,5,Divorcé,Kaolack,45706.0,21331.0,59,5,13,52
44,37010.0,Homme,30.2,11,485,4,Divorcé,Saint-Louis,78019.0,16893.0,47,4,14,98
47,23787.0,Homme,27.7,15,783,1,Célibataire,Thiès,71585.0,18243.0,16,2,13,73
65,76709.0,Homme,19.2,39,350,2,Divorcé,Thiès,37482.0,15535.0,58,5,3,91
76,49518.0,Femme,21.8,37,304,1,Célibataire,Kaolack,70369.0,5061.0,39,2,17,14
73,68909.0,Femme,23.0,41,459,2,Marié,Dakar,44143.0,1858.0,21,2,0,99
66,33351.0,Homme,38.2,36,507,2,Célibataire,Thiès,34240.0,25489.0,58,2,11,0
34,30282.0,Homme,21.5,28,556,1,Marié,Kaolack,20015.0,13678.0,40,3,8,21
36,20075.0,Homme,22.9,17,504,0,Divorcé,Saint-Louis,,34833.0,27,5,9,90
20,43365.0,Homme,24.9,9,310,4,Célibataire,Kaolack,73023.0,47159.0,55,3,17,92
33,26002.0,Femme,31.9,41,307,3,Célibataire,Kaolack,61500.0,19350.0,52,4,16,14
43,28947.0,Homme,18.8,38,708,1,Célibataire,Thiès,73925.0,13346.0,11,4,18,73
57,109840.0,Femme,38.9,17,331,2,Célibataire,Dakar,90596.0,48005.0,42,1,3,83
76,131219.0,Femme,36.8,0,839,1,Marié,Saint-Louis,59631.0,6773.0,20,1,15,21
37,93610.0,Homme,29.9,38,686,4,Marié,Thiès,86190.0,29465.0,43,1,6,49
36,67142.0,Homme,32.2,20,527,5,Divorcé,Thiès,73652.0,9788.0,25,4,8,47
21,71307.0,Femme,16.4,0,774,2,Divorcé,Thiès,61087.0,32343.0,44,2,7,72
16,65085.0,Femme,24.1,14,506,3,Divorcé,Saint-Louis,89789.0,46862.0,42,2,6,50
20,49228.0,Homme,35.1,3,617,3,Divorcé,Dakar,64909.0,37210.0,30,5,9,95
56,58472.0,Homme,17.9,19,647,3,Célibataire,Saint-Louis,21565.0,9247.0,29,4,7,16
27,64437.0,Homme,22.8,9,533,5,Marié,Saint-Louis,37597.0,45963.0,17,1,16,82
41,74711.0,Femme,30.0,22,343,0,Marié,Dakar,75623.0,41983.0,35,4,11,90
61,92175.0,Femme,22.2,40,441,2,Marié,Saint-Louis,19432.0,35972.0,42,2,13,50
49,79307.0,Homme,38.4,33,475,5,Marié,Kaolack,84300.0,16959.0,35,2,11,36
64,61733.0,Femme,19.1,45,748,2,Divorcé,Saint-Louis,75714.0,49350.0,46,3,1,97
29,143202.0,Femme,35.1,47,381,5,Célibataire,Thiès,59314.0,23807.0,39,3,11,48
41,110028.0,Homme,28.2,32,434,5,Marié,Saint-Louis,51965.0,34133.0,40,5,13,58
60,107493.0,Homme,,33,476,0,Célibataire,Thiès,94268.0,24218.0,42,4,6,9
42,140149.0,Femme,23.5,38,682,2,Célibataire,Saint-Louis,77957.0,21734.0,20,3,12,29
24,23259.0,Femme,28.3,9,542,5,Célibataire,Thiès,53715.0,22828.0,50,3,3,84
41,143775.0,Homme,36.6,19,440,0,Célibataire,Thiès,63450.0,17400.0,14,4,0,20
72,29849.0,Homme,27.2,0,756,1,Marié,Thiès,96062.0,20002.0,11,2,16,33
62,,Homme,24.6,12,739,4,Marié,Dakar,71902.0,32793.0,22,5,2,72
72,121108.0,Homme,28.9,0,355,5,Marié,Saint-Louis,38317.0,36492.0,27,5,16,97
37,104709.0,Homme,33.2,4,826,3,Divorcé,Saint-Louis,76753.0,32217.0,35,5,7,49
62,69869.0,Femme,26.6,15,718,0,Marié,Kaolack,45242.0,36226.0,34,3,2,75
71,141888.0,Femme,38.5,14,387,0,Divorcé,Kaolack,10929.0,27932.0,53,2,9,46
45,78095.0,Femme,23.1,48,307,5,Divorcé,Kaolack,23580.0,43327.0,23,5,1,84
58,132886.0,Femme,27.4,27,776,0,Divorcé,Saint-Louis,30742.0,30875.0,14,4,3,83
78,85910.0,Homme,34.2,30,514,1,Marié,Dakar,27833.0,25046.0,51,5,13,5
63,,Homme,32.5,22,796,0,Marié,Thiès,81347.0,23664.0,11,1,10,49
76,50292.0,Homme,36.7,47,802,4,Marié,Saint-Louis,84155.0,24453.0,13,2,13,99
32,89813.0,Femme,39.9,44,544,4,Divorcé,Dakar,99791.0,4746.0,21,1,12,62
41,112136.0,Femme,26.2,42,777,3,Divorcé,Dakar,23527.0,23973.0,20,2,3,11
51,66631.0,Femme,18.7,16,608,1,Célibataire,Saint-Louis,68139.0,13217.0,13,4,1,40
16,24885.0,Homme,16.7,48,530,4,Divorcé,Thiès,79585.0,23362.0,52,3,1,30
23,81314.0,Femme,33.4,33,682,5,Divorcé,Dakar,51057.0,41835.0,18,3,10,1
64,80087.0,Homme,37.0,12,454,2,Marié,Saint-Louis,77439.0,9133.0,19,2,4,15
50,110998.0,Homme,21.3,13,474,2,Célibataire,Thiès,54261.0,35809.0,36,5,8,0
76,64812.0,Homme,19.8,10,414,2,Célibataire,Kaolack,80912.0,40533.0,15,1,19,3
67,73643.0,Homme,17.5,27,689,5,Célibataire,Dakar,10042.0,5404.0,24,4,16,46
30,59900.0,Homme,35.7,41,610,0,Marié,Dakar,32769.0,33339.0,51,5,11,64
62,31288.0,Homme,23.5,31,599,5,Célibataire,Saint-Louis,77113.0,28725.0,40,3,17,51
78,87692.0,Femme,25.6,34,317,0,Célibataire,Saint-Louis,87918.0,8796.0,31,5,2,46
71,100436.0,Homme,28.1,30,311,2,Marié,Thiès,32449.0,45380.0,15,1,4,98
37,61403.0,Homme,36.1,16,703,3,Célibataire,Kaolack,48653.0,48073.0,42,3,19,76
29,106170.0,Femme,31.6,46,531,3,Divorcé,Kaolack,38859.0,21364.0,38,2,13,49
41,24168.0,Homme,30.8,8,577,0,Divorcé,Saint-Louis,,41341.0,30,4,15,44
43,64879.0,Femme,20.2,9,652,2,Divorcé,Saint-Louis,55874.0,1236.0,39,4,18,41
38,74871.0,Femme,28.3,7,602,5,Divorcé,Thiès,87199.0,2380.0,30,3,8,94
29,47174.0,Femme,33.2,20,840,3,Divorcé,Saint-Louis,46345.0,39945.0,45,2,16,83
39,125155.0,Homme,39.4,12,769,0,Divorcé,Thiès,80780.0,14538.0,31,1,6,55
17,86853.0,Homme,20.8,49,376,5,Divorcé,Thiès,79428.0,11971.0,55,4,9,70
60,79046.0,Femme,16.2,4,820,2,Divorcé,Kaolack,14321.0,43065.0,29,3,3,56
41,64678.0,Homme,17.8,5,323,1,Divorcé,Thiès,15776.0,34285.0,31,4,9,32
29,41649.0,Homme,25.0,29,314,2,Marié,Kaolack,26119.0,17917.0,49,2,2,27
74,142795.0,Femme,35.7,30,824,2,Marié,Kaolack,40569.0,38655.0,20,1,8,43
71,103668.0,Femme,16.2,16,646,5,Divorcé,Kaolack,48596.0,11486.0,56,2,12,55
66,104906.0,Homme,27.0,10,471,5,Marié,Saint-Louis,62967.0,37410.0,40,5,0,43
22,111019.0,Femme,23.9,19,626,4,Marié,Kaolack,43063.0,25446.0,49,2,14,83
18,93002.0,Femme,17.3,47,784,4,Divorcé,Thiès,32340.0,21703.0,22,2,14,95
62,43803.0,Femme,26.8,8,788,5,Divorcé,Saint-Louis,85723.0,44191.0,27,4,10,72
38,45795.0,Homme,22.1,1,761,5,Marié,Thiès,65430.0,11399.0,31,2,9,33
61,23770.0,Homme,24.4,36,677,1,Divorcé,Saint-Louis,16668.0,38829.0,26,3,6,13
58,26093.0,Homme,32.9,0,463,1,Divorcé,Thiès,90880.0,12685.0,47,4,0,67
62,146265.0,Femme,28.5,3,671,2,Divorcé,Dakar,18195.0,22241.0,34,4,6,28
75,115311.0,Homme,19.0,35,723,3,Divorcé,Dakar,92097.0,4487.0,41,5,4,78
60,32569.0,Femme,39.1,24,776,1,Marié,Dakar,67995.0,12018.0,24,3,15,16
33,26190.0,Homme,31.3,2,681,2,Célibataire,Thiès,97834.0,30825.0,22,2,7,82
73,77824.0,Homme,34.4,8,454,0,Marié,Saint-Louis,48250.0,7750.0,35,5,1,8
53,57070.0,Femme,17.9,21,556,4,Célibataire,Kaolack,26076.0,17684.0,59,3,7,26
50,55197.0,Homme,17.1,22,367,3,Célibataire,Kaolack,25376.0,43118.0,20,5,13,48
66,17261.0,Femme,16.5,11,643,2,Célibataire,Thiès,65839.0,14410.0,22,1,3,78
30,101795.0,Homme,20.5,9,576,5,Marié,Thiès,74723.0,15105.0,42,2,14,36
79,43933.0,Homme,25.9,33,690,0,Marié,Thiès,53442.0,18913.0,59,5,6,27
40,55583.0,Femme,38.5,42,748,4,Marié,Thiès,,36028.0,46,1,19,49
70,127082.0,Femme,27.0,9,558,0,Marié,Kaolack,37106.0,49515.0,47,2,7,54
52,100371.0,Femme,23.0,29,606,2,Marié,Saint-Louis,,47342.0,10,5,10,3
43,126032.0,Homme,29.5,21,394,1,Célibataire,Kaolack,34809.0,46480.0,48,5,1,84
25,57604.0,Homme,18.7,5,763,4,Marié,Thiès,10693.0,49997.0,36,5,8,97
54,110074.0,Homme,30.6,49,545,0,Célibataire,Dakar,69821.0,17711.0,45,5,5,18
72,88869.0,Femme,29.6,1,486,1,Marié,Kaolack,84159.0,24967.0,41,4,0,36
32,20410.0,Femme,35.0,29,672,3,Marié,Dakar,84710.0,36023.0,50,5,2,3
54,98375.0,Femme,39.7,1,705,2,Divorcé,Dakar,21352.0,36005.0,24,4,9,36
37,111055.0,Homme,22.0,31,707,2,Célibataire,Thiès,62196.0,26622.0,40,4,4,50
41,101716.0,Homme,28.2,41,424,4,Marié,Kaolack,81066.0,45201.0,15,1,11,31
77,69245.0,Femme,37.8,15,636,0,Marié,Saint-Louis,14992.0,9497.0,34,2,0,44
59,58056.0,Homme,,11,640,3,Marié,Kaolack,63076.0,16350.0,58,4,8,11
40,73557.0,Femme,27.7,0,477,5,Divorcé,Saint-Louis,33354.0,48709.0,27,3,12,40
32,32543.0,Homme,38.7,7,469,4,Célibataire,Saint-Louis,13312.0,22696.0,31,4,18,55
28,111038.0,Homme,17.4,47,338,5,Marié,Thiès,55833.0,27470.0,40,3,6,79
35,18828.0,Femme,38.3,49,368,4,Marié,Saint-Louis,14318.0,30889.0,45,1,15,13
40,131656.0,Homme,17.2,12,535,0,Marié,Kaolack,76003.0,10224.0,18,3,7,53
19,32087.0,Homme,29.1,14,680,3,Divorcé,Kaolack,37192.0,41724.0,55,1,18,62
25,46337.0,Femme,37.4,43,356,0,Marié,Dakar,99199.0,5465.0,12,1,6,64
18,80333.0,Femme,22.3,7,576,2,Célibataire,Saint-Louis,47489.0,16882.0,42,1,3,57
56,85448.0,Homme,27.3,9,398,5,Célibataire,Thiès,50309.0,32203.0,36,3,9,95
60,19648.0,Femme,23.8,45,826,1,Célibataire,Thiès,38273.0,27944.0,52,3,0,20
33,145576.0,Homme,38.9,4,624,2,Célibataire,Kaolack,57553.0,29837.0,10,1,16,3
62,48623.0,Femme,35.8,49,760,2,Marié,Saint-Louis,39473.0,2944.0,53,1,12,72
51,50634.0,Homme,33.0,18,478,5,Divorcé,Thiès,71410.0,24336.0,18,2,18,45
62,129598.0,Homme,30.1,46,418,4,Divorcé,Saint-Louis,23679.0,38624.0,14,1,12,85
37,64334.0,Femme,35.7,37,768,2,Divorcé,Saint-Louis,55310.0,44764.0,24,5,8,11
49,83648.0,Homme,25.4,10,848,3,Marié,Dakar,93406.0,31796.0,59,2,4,29
62,37054.0,Homme,26.7,42,754,2,Divorcé,Thiès,70683.0,28789.0,18,2,0,93
23,,Femme,33.5,19,325,3,Célibataire,Dakar,35992.0,45420.0,54,2,1,95
55,37207.0,Femme,24.6,19,789,0,Marié,Thiès,39433.0,24222.0,37,5,10,59
64,96554.0,Homme,17.5,20,307,4,Divorcé,Saint-Louis,86574.0,38845.0,22,2,3,99
59,98276.0,Femme,17.8,17,815,3,Célibataire,Thiès,35933.0,135.0,33,2,8,70
34,67781.0,Femme,18.8,49,832,2,Célibataire,Kaolack,55020.0,15773.0,54,3,4,80
57,76035.0,Homme,36.9,9,448,4,Marié,Saint-Louis,39236.0,42060.0,19,3,4,64
56,23210.0,Homme,27.3,33,787,4,Marié,Thiès,68735.0,26447.0,51,1,7,13
52,59363.0,Femme,33.1,25,324,3,Divorcé,Dakar,19770.0,4033.0,31,1,1,43
21,93279.0,Femme,25.4,29,724,3,Divorcé,Dakar,79285.0,20497.0,48,4,6,25
67,149393.0,Femme,22.2,8,592,1,Divorcé,Saint-Louis,45271.0,14178.0,31,5,16,90
41,96348.0,Homme,24.3,45,484,1,Marié,Dakar,83391.0,6546.0,46,3,10,15
79,128816.0,Homme,35.1,30,730,4,Divorcé,Saint-Louis,33439.0,8396.0,48,1,14,6
49,138053.0,Homme,31.0,41,616,5,Divorcé,Saint-Louis,21101.0,20978.0,29,5,2,31
74,81262.0,Homme,38.5,3,697,5,Célibataire,Saint-Louis,92319.0,43331.0,19,2,12,88
71,149832.0,Homme,32.3,5,623,1,Célibataire,Thiès,,12882.0,19,5,17,94
74,82411.0,Homme,29.7,13,845,2,Célibataire,Saint-Louis,93459.0,16945.0,35,3,19,15
60,38377.0,Homme,30.6,3,375,0,Divorcé,Dakar,90562.0,21784.0,34,4,19,77
21,53211.0,Femme,38.6,25,785,4,Marié,Kaolack,51196.0,3314.0,37,3,2,88
52,18744.0,Femme,34.9,46,387,0,Célibataire,Thiès,33569.0,18595.0,22,1,1,61
72,39995.0,Homme,16.6,47,531,1,Marié,Dakar,51887.0,18755.0,24,1,4,29
48,49542.0,Homme,28.8,38,306,3,Divorcé,Saint-Louis,30893.0,32311.0,15,5,19,70
68,25651.0,Homme,32.5,16,849,4,Divorcé,Saint-Louis,97971.0,45695.0,21,3,4,11
37,114239.0,Femme,34.0,18,351,1,Célibataire,Kaolack,65304.0,30598.0,28,1,12,66
36,93931.0,Homme,21.1,48,695,2,Marié,Dakar,42399.0,35449.0,41,2,7,90
21,117112.0,Femme,36.8,5,520,4,Célibataire,Thiès,35236.0,35574.0,20,2,15,45
21,31715.0,Femme,38.9,28,727,4,Divorcé,Dakar,95870.0,44729.0,47,4,17,82
70,76350.0,Femme,21.7,10,442,5,Marié,Saint-Louis,59531.0,18639.0,42,5,15,42
63,86425.0,Femme,,15,662,3,Célibataire,Thiès,90570.0,45370.0,11,1,0,54
19,101120.0,Femme,18.3,29,681,4,Divorcé,Saint-Louis,19442.0,31023.0,24,4,7,44
45,129889.0,Homme,17.3,24,576,3,Célibataire,Saint-Louis,66437.0,9092.0,45,2,1,59
26,89637.0,Homme,19.1,39,570,1,Marié,Dakar,70342.0,6382.0,14,4,4,70
77,85194.0,Femme,17.4,10,313,2,Marié,Kaolack,88179.0,42710.0,24,4,14,79
77,91917.0,Homme,36.3,6,597,2,Marié,Saint-Louis,45069.0,3159.0,52,1,13,31
45,79200.0,Femme,17.4,25,763,4,Marié,Dakar,83246.0,5656.0,19,1,2,7
46,120848.0,Femme,22.5,21,826,4,Marié,Thiès,48560.0,1452.0,26,1,6,76
39,121022.0,Homme,18.5,24,533,1,Célibataire,Kaolack,68070.0,42203.0,43,5,3,61
70,75058.0,Homme,23.1,18,326,5,Célibataire,Saint-Louis,52427.0,18706.0,33,4,10,74
24,,Homme,18.2,30,770,5,Célibataire,Saint-Louis,70496.0,9862.0,19,4,11,19
70,114932.0,Homme,32.0,25,392,5,Célibataire,Thiès,74557.0,10219.0,39,5,14,17
18,37785.0,Homme,19.2,41,608,3,Divorcé,Dakar,82752.0,23481.0,12,2,5,5
66,109475.0,Femme,36.4,40,351,5,Divorcé,Saint-Louis,87248.0,34536.0,46,3,0,83
46,17282.0,Homme,35.6,35,618,2,Célibataire,Thiès,80441.0,6096.0,12,2,17,95
55,82534.0,Homme,16.3,22,480,3,Divorcé,Saint-Louis,58534.0,37953.0,49,5,13,28
52,89964.0,Homme,37.5,46,419,1,Divorcé,Dakar,37930.0,11855.0,14,4,6,3
51,134006.0,Femme,16.7,12,342,2,Marié,Kaolack,99042.0,43262.0,37,4,9,70
39,65583.0,Homme,21.8,24,559,2,Célibataire,Dakar,17288.0,14460.0,53,1,8,42
46,53392.0,Femme,16.8,1,496,0,Divorcé,Dakar,91122.0,33937.0,23,1,1,83
21,22461.0,Homme,24.1,1,554,1,Divorcé,Dakar,71518.0,21094.0,48,4,7,33
17,115123.0,Homme,28.3,15,635,1,Célibataire,Thiès,42400.0,39358.0,20,4,0,99
35,25516.0,Femme,35.1,8,801,0,Marié,Saint-Louis,11567.0,49538.0,17,1,19,70
43,136251.0,Homme,24.1,27,554,3,Célibataire,Kaolack,57878.0,27924.0,46,1,1,32
26,77493.0,Homme,32.9,12,813,5,Marié,Thiès,58850.0,17789.0,17,2,6,14
19,51027.0,Femme,20.5,34,541,5,Divorcé,Dakar,11094.0,123.0,21,4,15,95
30,108547.0,Homme,34.0,40,448,5,Marié,Kaolack,21135.0,48394.0,24,4,3,85
21,115127.0,Femme,21.7,12,598,5,Marié,Dakar,89044.0,5909.0,28,5,16,39
69,94003.0,Femme,19.4,30,752,5,Célibataire,Dakar,55113.0,31854.0,57,2,3,92
64,54758.0,Femme,20.4,20,692,0,Divorcé,Dakar,68791.0,3896.0,55,3,2,88
45,69312.0,Femme,20.4,31,511,1,Célibataire,Kaolack,19684.0,40834.0,37,3,8,4
71,83670.0,Femme,28.3,33,837,3,Célibataire,Saint-Louis,81727.0,42141.0,16,3,14,77
53,97279.0,Homme,36.3,7,430,2,Divorcé,Dakar,93378.0,17111.0,49,1,19,49
66,30434.0,Homme,17.9,40,628,5,Célibataire,Saint-Louis,68552.0,7039.0,16,3,2,98
77,90769.0,Homme,33.0,47,555,0,Célibataire,Kaolack,18046.0,44844.0,39,5,11,65
72,81677.0,Femme,31.7,1,778,3,Marié,Kaolack,14934.0,24099.0,27,1,14,88
17,98555.0,Femme,36.9,37,362,3,Célibataire,Dakar,69556.0,3670.0,33,1,19,53
30,143379.0,Femme,21.9,31,610,3,Divorcé,Saint-Louis,56806.0,43335.0,15,3,7,79
26,116665.0,Femme,26.8,39,706,0,Célibataire,Saint-Louis,11354.0,15029.0,13,1,11,45
23,83803.0,Homme,38.2,27,404,2,Marié,Dakar,63046.0,31811.0,12,2,12,79
41,106703.0,Homme,31.8,36,314,5,Célibataire,Thiès,75064.0,15793.0,58,2,14,10
66,36312.0,Femme,25.3,40,558,3,Célibataire,Thiès,67184.0,41318.0,56,3,10,48
60,132961.0,Femme,19.2,0,711,0,Célibataire,Kaolack,12963.0,48106.0,15,5,16,98
59,55379.0,Homme,22.3,40,558,1,Marié,Kaolack,37424.0,20126.0,35,1,11,22
20,32297.0,Femme,29.9,9,559,0,Divorcé,Thiès,90039.0,19228.0,53,4,19,54
21,17011.0,Femme,33.2,3,344,0,Divorcé,Thiès,13042.0,18595.0,47,3,17,4
41,135234.0,Femme,19.0,34,630,0,Marié,Thiès,,972.0,20,1,15,63
69,59014.0,Homme,30.4,9,464,3,Marié,Dakar,21226.0,360.0,38,3,2,34
19,109333.0,Homme,29.2,46,492,0,Célibataire,Dakar,90298.0,2632.0,29,3,8,92
34,26120.0,Femme,28.3,10,820,1,Divorcé,Dakar,93652.0,35958.0,19,5,6,68
35,37852.0,Homme,32.6,13,700,3,Marié,Dakar,48108.0,37716.0,35,4,18,53
48,94239.0,Femme,36.1,37,673,1,Divorcé,Dakar,80647.0,15346.0,57,1,4,2
35,147001.0,Femme,23.8,11,364,4,Célibataire,Dakar,78617.0,48322.0,36,3,18,5
